0.00000000,0.00000000,0.00000000,0.00318000,0.07425500,-0.00325100,0.02680100,0.28426200,-0.00004500,0.00340300,0.50629000,-0.00421100,0.01300200,0.65588900,-0.01641800,0.02313600,0.47922200,0.03346900,0.01523500,0.50233700,0.16586500,-0.20949600,0.29342000,0.14643700,-0.22624800,0.43182700,0.06307300,0.02529800,0.47808900,-0.03903800,0.00300900,0.47966300,-0.17180200,-0.21654700,0.26568100,-0.14866600,-0.22662100,0.43108900,-0.04352700,0.00321400,0.00382800,0.09058800,0.01126900,-0.34843700,0.10666600,0.04760100,-0.77301700,0.12474200,-0.00321300,-0.00382900,-0.09058700,-0.02923700,-0.35447000,-0.11864900,-0.00535300,-0.78046300,-0.11761000
0.00000000,0.00000000,0.00000000,0.00314600,0.07425700,-0.00325700,0.02660500,0.28431000,0.00023800,0.00303000,0.50631700,-0.00402900,0.01336300,0.65586000,-0.01514200,0.02255700,0.47926000,0.03376600,0.01314500,0.50206600,0.16611700,-0.20406600,0.28629300,0.13802200,-0.22270100,0.43088600,0.05745300,0.02516400,0.47814300,-0.03872700,0.00215300,0.47965400,-0.17136800,-0.20924700,0.25853800,-0.14061100,-0.22822100,0.41501100,-0.03450700,0.00304800,0.00384400,0.09059300,0.01108900,-0.34842800,0.10653000,0.04795300,-0.77311700,0.12446300,-0.00304700,-0.00384500,-0.09059300,-0.02891400,-0.35447400,-0.11894500,-0.00511900,-0.78047200,-0.11796300
0.00000000,0.00000000,0.00000000,0.00319100,0.07425400,-0.00328100,0.02741100,0.28488200,0.00018700,0.00132400,0.50660200,-0.00435800,0.01183700,0.65585100,-0.01379700,0.02116400,0.47981600,0.03346700,0.01313500,0.50217100,0.16598600,-0.19506500,0.27654600,0.14944100,-0.22288500,0.41852100,0.07566500,0.02376700,0.47863600,-0.03902500,0.00258900,0.47955100,-0.17197700,-0.20115800,0.25023300,-0.15128700,-0.22299000,0.40987600,-0.04023600,0.00279000,0.00388300,0.09059900,0.01095700,-0.34839500,0.10631100,0.04849700,-0.77303700,0.12396900,-0.00279100,-0.00388300,-0.09060000,-0.02863700,-0.35446900,-0.11950700,-0.00482400,-0.78046600,-0.11849500
0.00000000,0.00000000,0.00000000,0.00323100,0.07425100,-0.00331900,0.02830100,0.28481200,-0.00055600,0.00066900,0.50635200,-0.00477800,0.00949600,0.65541600,-0.01312300,0.02075600,0.47965600,0.03298100,0.01480600,0.50183400,0.16564000,-0.19018700,0.27270400,0.16330400,-0.22070800,0.40751000,0.07503500,0.02325000,0.47858500,-0.03951600,0.00483400,0.47914900,-0.17288000,-0.19776600,0.24833800,-0.15848200,-0.22057200,0.40205200,-0.04279300,0.00256000,0.00393900,0.09060400,0.01033400,-0.34836000,0.10606900,0.04908400,-0.77291700,0.12314700,-0.00255900,-0.00393800,-0.09060400,-0.02868700,-0.35443200,-0.12036100,-0.00469400,-0.78041900,-0.11942300
0.00000000,0.00000000,0.00000000,0.00323700,0.07424700,-0.00341000,0.02857800,0.28474500,-0.00070300,0.00044000,0.50621700,-0.00515100,0.00756200,0.65525800,-0.01180700,0.02067200,0.47961600,0.03259700,0.01651100,0.50158500,0.16535800,-0.17940200,0.26510000,0.18021200,-0.22392600,0.39669500,0.08935000,0.02300500,0.47845600,-0.03990400,0.00692500,0.47860800,-0.17357200,-0.19114100,0.24350300,-0.16872300,-0.21891900,0.39126800,-0.04607300,0.00244100,0.00405600,0.09060200,0.00890600,-0.34827100,0.10603400,0.04943600,-0.77270900,0.12187000,-0.00244100,-0.00405500,-0.09060200,-0.02930600,-0.35440800,-0.12134600,-0.00472100,-0.78036200,-0.12068600
0.00000000,0.00000000,0.00000000,0.00329500,0.07424100,-0.00346000,0.02908100,0.28498500,-0.00022400,0.00023300,0.50634500,-0.00559000,0.00626200,0.65545900,-0.01094700,0.02069900,0.47998300,0.03220000,0.01753500,0.50229700,0.16493200,-0.16361000,0.25561600,0.19430900,-0.22298400,0.38341200,0.10676000,0.02274500,0.47849200,-0.04030400,0.00682700,0.47857000,-0.17399100,-0.18279100,0.23661900,-0.17972100,-0.21549900,0.37761700,-0.04986400,0.00234700,0.00411800,0.09060200,0.00654200,-0.34824600,0.10594700,0.05005500,-0.77244600,0.12018600,-0.00234800,-0.00411900,-0.09060200,-0.03040900,-0.35430100,-0.12220400,-0.00471500,-0.78019000,-0.12218600
0.00000000,0.00000000,0.00000000,0.00351300,0.07423000,-0.00349000,0.02949800,0.28520000,-0.00031100,-0.00008500,0.50645600,-0.00596300,0.00495800,0.65556000,-0.00986500,0.02071700,0.48024100,0.03174600,0.01884700,0.50274100,0.16447100,-0.14539900,0.24673300,0.20932000,-0.21910900,0.36968300,0.12646100,0.02228200,0.47859800,-0.04076700,0.00578300,0.47917300,-0.17438200,-0.17068000,0.22786400,-0.18962700,-0.21161300,0.35917200,-0.05275000,0.00234100,0.00414900,0.09060000,0.00333400,-0.34823500,0.10603900,0.05077300,-0.77208400,0.11801600,-0.00234000,-0.00414900,-0.09060100,-0.03152000,-0.35417100,-0.12295900,-0.00409800,-0.77995100,-0.12392100
0.00000000,0.00000000,0.00000000,0.00390700,0.07421100,-0.00347400,0.03007200,0.28549000,-0.00087900,-0.00066100,0.50659500,-0.00627700,0.00311800,0.65548300,-0.00915500,0.02060700,0.48048800,0.03124600,0.02166400,0.50283700,0.16400500,-0.12587900,0.23990600,0.22422400,-0.21519900,0.35719200,0.15102600,0.02153200,0.47884600,-0.04127800,0.00540000,0.47995000,-0.17493400,-0.15542600,0.21899500,-0.19871300,-0.20653100,0.33766900,-0.05594600,0.00244400,0.00411400,0.09060000,-0.00031700,-0.34826800,0.10587900,0.05148500,-0.77165400,0.11602100,-0.00244400,-0.00411300,-0.09059900,-0.03336500,-0.35390700,-0.12379800,-0.00383000,-0.77954100,-0.12592600
0.00000000,0.00000000,0.00000000,0.00445100,0.07418800,-0.00332700,0.03142300,0.28569000,-0.00107900,-0.00115700,0.50653500,-0.00630400,0.00077000,0.65534000,-0.00825700,0.02074500,0.48063300,0.03099700,0.02549500,0.50254400,0.16374800,-0.10553000,0.23455000,0.23817600,-0.21058600,0.34444000,0.17696000,0.02086200,0.47893500,-0.04153100,0.00617100,0.47963300,-0.17535700,-0.13883400,0.21041800,-0.20736700,-0.19658800,0.31522400,-0.05792000,0.00281000,0.00389400,0.09059800,-0.00393800,-0.34844500,0.10560700,0.05230000,-0.77129600,0.11432000,-0.00281100,-0.00389300,-0.09059900,-0.03676800,-0.35338500,-0.12400700,-0.00333400,-0.77871900,-0.12792300
0.00000000,0.00000000,0.00000000,0.00512700,0.07414500,-0.00328500,0.03288500,0.28574900,-0.00051700,-0.00174300,0.50627900,-0.00584300,-0.00176400,0.65486800,-0.00756500,0.02078800,0.48065600,0.03127400,0.02878900,0.50279100,0.16383200,-0.08520500,0.23072400,0.25050700,-0.20456400,0.32967500,0.20324200,0.02014900,0.47880400,-0.04124800,0.00669500,0.47900800,-0.17520500,-0.12056400,0.20193800,-0.21476800,-0.18303400,0.28956400,-0.05829100,0.00320200,0.00379100,0.09058900,-0.00690900,-0.34846100,0.10575000,0.05321400,-0.77080800,0.11282400,-0.00320300,-0.00379100,-0.09059000,-0.04318600,-0.35265600,-0.12388200,-0.00358100,-0.77743600,-0.12979900
