Frame,Time,Varsha_Hip,Varsha_Hip,Varsha_Hip,Varsha_Ab,Varsha_Ab,Varsha_Ab,Varsha_Chest,Varsha_Chest,Varsha_Chest,Varsha_Neck,Varsha_Neck,Varsha_Neck,Varsha_Head,Varsha_Head,Varsha_Head,Varsha_LShoulder,Varsha_LShoulder,Varsha_LShoulder,Varsha_LUArm,Varsha_LUArm,Varsha_LUArm,Varsha_LFArm,Varsha_LFArm,Varsha_LFArm,Varsha_LHand,Varsha_LHand,Varsha_LHand,Varsha_RShoulder,Varsha_RShoulder,Varsha_RShoulder,Varsha_RUArm,Varsha_RUArm,Varsha_RUArm,Varsha_RFArm,Varsha_RFArm,Varsha_RFArm,Varsha_RHand,Varsha_RHand,Varsha_RHand,Varsha_LThigh,Varsha_LThigh,Varsha_LThigh,Varsha_LShin,Varsha_LShin,Varsha_LShin,Varsha_LFoot,Varsha_LFoot,Varsha_LFoot,Varsha_RThigh,Varsha_RThigh,Varsha_RThigh,Varsha_RShin,Varsha_RShin,Varsha_RShin,Varsha_RFoot,Varsha_RFoot,Varsha_RFoot
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2267,33.466667,0.373451,0.754148,-0.702982,0.383503,0.82688,-0.690998,0.333615,1.032344,-0.698604,0.185974,1.199599,-0.708048,0.12358,1.327688,-0.698915,0.200281,1.174945,-0.666463,0.118586,1.146239,-0.563374,-0.017666,0.871451,-0.584712,-0.097266,0.701628,-0.64278,0.232237,1.199753,-0.726684,0.258733,1.219264,-0.857232,0.276174,0.918866,-0.920357,0.097441,0.920396,-1.025793,0.317137,0.750228,-0.631957,0.151413,0.448603,-0.709232,0.322351,0.058244,-0.688201,0.429764,0.758068,-0.774007,0.377323,0.553643,-1.056627,0.331801,0.146162,-0.938608
2268,33.5,0.370337,0.748868,-0.704818,0.381985,0.821313,-0.692549,0.334328,1.0306,-0.691661,0.187881,1.198124,-0.710373,0.126492,1.325147,-0.711881,0.20301,1.176585,-0.667372,0.121217,1.155569,-0.562522,-0.009931,0.878345,-0.584316,-0.09027,0.708244,-0.640126,0.233668,1.196382,-0.730073,0.256966,1.205568,-0.862354,0.269855,0.900589,-0.899093,0.095194,0.877109,-1.008889,0.317275,0.744954,-0.631332,0.14554,0.446183,-0.706543,0.320913,0.057666,-0.68808,0.4234,0.752781,-0.778304,0.359081,0.551949,-1.061047,0.342753,0.145651,-0.931832
2269,33.533333,0.368679,0.74706,-0.704576,0.381861,0.819342,-0.692914,0.335103,1.032479,-0.687446,0.188982,1.198842,-0.716315,0.128006,1.323363,-0.728244,0.204847,1.18061,-0.672068,0.122412,1.166612,-0.56655,-0.000398,0.885439,-0.586235,-0.079513,0.713363,-0.63938,0.234377,1.195335,-0.736678,0.256167,1.194908,-0.869533,0.261584,0.887699,-0.880539,0.095039,0.841802,-0.984134,0.319371,0.743776,-0.62849,0.144439,0.446659,-0.702884,0.3195,0.057849,-0.687982,0.417987,0.750343,-0.780662,0.335462,0.54808,-1.057597,0.351406,0.144072,-0.921342
2270,33.566667,0.370545,0.751084,-0.702041,0.384686,0.823455,-0.692186,0.335783,1.039642,-0.687451,0.188285,1.202651,-0.726612,0.12728,1.323655,-0.747783,0.204842,1.187842,-0.681352,0.121465,1.179305,-0.575992,0.010527,0.892961,-0.591072,-0.065071,0.718778,-0.639392,0.233428,1.197871,-0.747273,0.254487,1.189264,-0.879968,0.25726,0.882165,-0.865471,0.098517,0.816222,-0.95629,0.325596,0.749139,-0.623256,0.150984,0.451635,-0.696849,0.318332,0.059262,-0.68792,0.415494,0.753029,-0.780825,0.307413,0.541841,-1.041846,0.359946,0.142241,-0.901838
2271,33.6,0.376863,0.763093,-0.696847,0.390929,0.835838,-0.690154,0.337881,1.053277,-0.693876,0.185448,1.209428,-0.741228,0.122231,1.325399,-0.768371,0.203005,1.198025,-0.695362,0.11964,1.193283,-0.589753,0.023949,0.901268,-0.599692,-0.046267,0.722899,-0.64249,0.230427,1.204523,-0.762213,0.24854,1.188543,-0.89466,0.290837,1.009357,-1.015688,0.100827,1.073404,-1.044819,0.337398,0.763206,-0.615155,0.167,0.462232,-0.684381,0.31597,0.062431,-0.68742,0.416327,0.762979,-0.77854,0.280615,0.534515,-1.010489,0.364647,0.137727,-0.878049
2272,33.633333,0.388302,0.782217,-0.692728,0.400816,0.855503,-0.690066,0.338647,1.070088,-0.707304,0.179678,1.218038,-0.759274,0.114385,1.329482,-0.790223,0.198484,1.209604,-0.713262,0.117156,1.207024,-0.606002,0.038305,0.909873,-0.609387,-0.023015,0.727613,-0.649543,0.224416,1.213711,-0.780892,0.239035,1.192414,-0.913022,0.288593,0.971105,-0.977077,0.105471,1.026004,-1.045992,0.355192,0.784804,-0.608299,0.190291,0.477907,-0.6634,0.31086,0.069259,-0.686019,0.421412,0.77963,-0.777156,0.263187,0.527432,-0.966299,0.363024,0.131611,-0.842205
2273,33.666667,0.403137,0.806367,-0.686228,0.412975,0.880034,-0.689544,0.338401,1.089627,-0.72354,0.170907,1.226639,-0.778627,0.102536,1.332508,-0.813451,0.190912,1.221192,-0.73267,0.111754,1.218735,-0.623796,0.052939,0.917041,-0.616807,0.005578,0.730424,-0.660208,0.21544,1.223745,-0.800898,0.227503,1.198422,-0.932575,0.282587,0.941464,-0.945598,0.104587,0.973786,-1.037456,0.378535,0.813571,-0.599199,0.22384,0.498677,-0.6356,0.302951,0.081871,-0.680948,0.427739,0.799163,-0.773256,0.25681,0.52672,-0.918073,0.371248,0.128292,-0.817073
2274,33.7,0.419462,0.834331,-0.681852,0.425893,0.907849,-0.691248,0.337186,1.109305,-0.739169,0.160212,1.233146,-0.795779,0.088095,1.333091,-0.832899,0.181188,1.23052,-0.750008,0.103754,1.226736,-0.639939,0.066137,0.922213,-0.62048,0.037902,0.73199,-0.672537,0.204516,1.232468,-0.818675,0.215228,1.20576,-0.950195,0.276174,0.918866,-0.920357,0.097441,0.920396,-1.025793,0.404089,0.846987,-0.593339,0.26152,0.524809,-0.610335,0.292248,0.102782,-0.665026,0.434834,0.821674,-0.770366,0.261202,0.533656,-0.876719,0.378402,0.127927,-0.815972
2275,33.733333,0.432734,0.860125,-0.679692,0.435147,0.933145,-0.693723,0.334747,1.123416,-0.752434,0.149754,1.235358,-0.808179,0.074508,1.332486,-0.846835,0.171328,1.234485,-0.762619,0.094298,1.228692,-0.652355,0.077727,0.923627,-0.617879,0.071934,0.735931,-0.686046,0.193773,1.237249,-0.831553,0.203864,1.213811,-0.963743,0.285565,0.92412,-0.901036,0.137258,0.862876,-0.801599,0.424856,0.877431,-0.590982,0.299698,0.54767,-0.593513,0.287087,0.12242,-0.625852,0.440611,0.842818,-0.768402,0.278256,0.539761,-0.847214,0.388997,0.129087,-0.813668
2276,33.766667,0.447835,0.876184,-0.675992,0.442986,0.947972,-0.6949,0.331239,1.129242,-0.762488,0.141138,1.233542,-0.815823,0.062038,1.329218,-0.853939,0.162844,1.232817,-0.770324,0.084867,1.221811,-0.661126,0.023949,0.901268,-0.599692,-0.046267,0.722899,-0.64249,0.184965,1.237898,-0.83923,0.194996,1.220619,-0.97237,0.293789,0.933655,-0.923184,0.166502,0.884301,-0.793271,0.441563,0.89884,-0.588365,0.334981,0.562726,-0.579347,0.310837,0.137077,-0.562569,0.454108,0.853527,-0.763618,0.307376,0.540004,-0.831347,0.397169,0.123965,-0.801513
2277,33.8,0.453489,0.885261,-0.680472,0.444821,0.956645,-0.699546,0.325315,1.126195,-0.769914,0.133305,1.228293,-0.820606,0.050875,1.32355,-0.857248,0.154819,1.226448,-0.775046,0.075966,1.208337,-0.667438,0.038305,0.909873,-0.609387,-0.023015,0.727613,-0.649543,0.177134,1.234367,-0.843621,0.188614,1.225481,-0.977467,0.30662,0.943175,-0.947376,0.19528,0.903947,-0.796565,0.445443,0.907675,-0.592928,0.369376,0.565277,-0.555636,0.337138,0.14365,-0.498773,0.461535,0.862847,-0.768016,0.341728,0.535843,-0.82395,0.402558,0.114971,-0.789183
2278,33.833333,0.462778,0.886925,-0.681964,0.45014,0.95739,-0.702202,0.319627,1.116915,-0.777179,0.12681,1.219556,-0.823524,0.042486,1.314522,-0.855546,0.148243,1.215773,-0.778046,0.069927,1.191319,-0.671303,0.052939,0.917041,-0.616807,0.005578,0.730424,-0.660208,0.170631,1.227093,-0.846119,0.183434,1.226958,-0.980139,0.323183,0.953187,-0.973234,0.222819,0.917832,-0.809583,0.448737,0.909332,-0.595178,0.396488,0.567274,-0.526766,0.367765,0.150284,-0.441116,0.476819,0.864518,-0.76875,0.36672,0.533404,-0.820281,0.407531,0.11007,-0.786153
2279,33.866667,0.470071,0.882718,-0.68285,0.454734,0.952139,-0.704761,0.31683,1.104831,-0.784459,0.123327,1.208693,-0.824837,0.036483,1.302999,-0.851487,0.144991,1.202783,-0.779697,0.069074,1.174439,-0.672185,0.066137,0.922213,-0.62048,0.037902,0.73199,-0.672537,0.167005,1.217543,-0.84723,0.180107,1.226068,-0.98095,0.341568,0.965166,-1.000671,0.23593,0.898276,-0.844362,0.449637,0.905187,-0.597359,0.414449,0.567184,-0.502862,0.418841,0.157534,-0.383662,0.490505,0.860249,-0.768341,0.378567,0.529695,-0.819501,0.409993,0.105922,-0.781151
2280,33.9,0.471461,0.875668,-0.686921,0.45628,0.945369,-0.708038,0.316692,1.091989,-0.791309,0.123211,1.198252,-0.824995,0.035701,1.292291,-0.841748,0.145308,1.190246,-0.780391,0.073983,1.158985,-0.670569,0.077727,0.923627,-0.617879,0.071934,0.735931,-0.686046,0.166696,1.207939,-0.847419,0.180107,1.225112,-0.980275,0.35797,0.978889,-1.027888,0.244842,0.895543,-0.86613,0.447163,0.896124,-0.601937,0.428616,0.564814,-0.482338,0.47136,0.167018,-0.334106,0.495758,0.855212,-0.771905,0.381735,0.52487,-0.819726,0.408078,0.101546,-0.773425
2281,33.933333,0.470803,0.86443,-0.688036,0.456126,0.934238,-0.709155,0.319545,1.080324,-0.796124,0.126375,1.189138,-0.822692,0.037188,1.282632,-0.830284,0.149066,1.179226,-0.778774,0.082556,1.145942,-0.66655,0.023949,0.901268,-0.599692,-0.046267,0.722899,-0.64249,0.169595,1.199412,-0.845365,0.182144,1.225102,-0.976925,0.369433,0.993935,-1.054467,0.26403,0.887327,-0.888778,0.445581,0.884764,-0.603293,0.443928,0.560757,-0.463898,0.516435,0.176526,-0.293163,0.496026,0.844096,-0.77278,0.379198,0.515008,-0.822437,0.406616,0.092544,-0.769383
2282,33.966667,0.470669,0.851594,-0.687723,0.456085,0.921496,-0.708595,0.324491,1.071555,-0.797496,0.131812,1.18256,-0.81784,0.041062,1.275588,-0.81697,0.154907,1.170863,-0.774577,0.093405,1.136302,-0.65991,0.038305,0.909873,-0.609387,-0.023015,0.727613,-0.649543,0.174855,1.193388,-0.840592,0.186173,1.22702,-0.970462,0.375428,1.010736,-1.079695,0.299362,0.908438,-0.954662,0.445305,0.871615,-0.602948,0.458291,0.554736,-0.448568,0.555497,0.184063,-0.260967,0.496033,0.831573,-0.772499,0.370604,0.506269,-0.825968,0.40588,0.085503,-0.764705
2283,34,0.471324,0.840002,-0.687069,0.456566,0.910127,-0.707051,0.329623,1.064258,-0.796377,0.138375,1.17877,-0.809501,0.048253,1.272208,-0.801076,0.161887,1.165014,-0.767076,0.104802,1.13005,-0.650268,0.152496,0.898982,-0.453137,0.237254,0.775106,-0.540605,0.181258,1.189877,-0.83242,0.190362,1.230322,-0.96051,0.374698,1.027778,-1.100236,0.317758,0.899317,-0.977261,0.445503,0.858767,-0.602144,0.47103,0.547387,-0.438424,0.583966,0.186805,-0.240263,0.497144,0.821237,-0.771995,0.360089,0.50167,-0.83121,0.40469,0.082701,-0.763998
2284,34.033333,0.474533,0.826095,-0.680347,0.457441,0.894782,-0.703249,0.334316,1.058799,-0.792627,0.145897,1.178524,-0.797661,0.058389,1.272272,-0.782101,0.169877,1.162638,-0.756255,0.116469,1.126588,-0.638045,0.165517,0.903791,-0.431929,0.244495,0.764957,-0.502004,0.188594,1.189369,-0.821049,0.194876,1.235125,-0.947511,0.36681,1.04475,-1.116992,0.322067,0.895223,-1.016658,0.447134,0.84724,-0.596482,0.482914,0.537923,-0.430781,0.606591,0.183616,-0.227773,0.501933,0.80495,-0.764211,0.347668,0.497219,-0.841142,0.403458,0.081027,-0.765557
2285,34.066667,0.475065,0.814992,-0.680511,0.458048,0.884139,-0.702043,0.338933,1.055323,-0.788166,0.155015,1.181846,-0.78293,0.071327,1.276421,-0.760554,0.179655,1.163617,-0.7429,0.130529,1.127549,-0.622853,0.177344,0.907425,-0.413373,0.252237,0.753902,-0.459611,0.197342,1.191991,-0.807284,0.200119,1.241889,-0.932296,0.352641,1.060817,-1.128453,0.322436,0.894894,-1.049639,0.447501,0.834435,-0.596289,0.492237,0.527997,-0.427445,0.619377,0.173969,-0.226097,0.502629,0.795549,-0.764733,0.340463,0.493447,-0.8475,0.403064,0.079254,-0.766464
2286,34.1,0.474679,0.806152,-0.680892,0.458279,0.875899,-0.700918,0.342449,1.052643,-0.782909,0.165085,1.187197,-0.765632,0.086345,1.283075,-0.736478,0.190408,1.166393,-0.727319,0.145619,1.130075,-0.605663,0.189189,0.909801,-0.395642,0.253371,0.742838,-0.414961,0.206842,1.196278,-0.791351,0.206477,1.250496,-0.914581,0.335236,1.076672,-1.133063,0.316784,0.899689,-1.078041,0.446935,0.823901,-0.596356,0.500465,0.517783,-0.429504,0.631491,0.163818,-0.230549,0.502423,0.788403,-0.765428,0.333869,0.490381,-0.850198,0.402857,0.077652,-0.766907
2287,34.133333,0.470062,0.804113,-0.687698,0.457394,0.87616,-0.701238,0.344933,1.051194,-0.776545,0.176767,1.195015,-0.7466,0.105583,1.292363,-0.711055,0.202641,1.171602,-0.710209,0.163417,1.134591,-0.586851,0.204258,0.910509,-0.380339,0.252354,0.734389,-0.369767,0.2177,1.202513,-0.774092,0.214056,1.259951,-0.895801,0.316485,1.091575,-1.131779,0.308124,0.90708,-1.1035,0.444018,0.815719,-0.60157,0.505822,0.509706,-0.437404,0.64407,0.158343,-0.238727,0.496106,0.792506,-0.773827,0.328203,0.492219,-0.85161,0.401785,0.080332,-0.768088
2288,34.166667,0.468714,0.797703,-0.6904,0.456987,0.870242,-0.702027,0.349279,1.052073,-0.769615,0.190932,1.20372,-0.727301,0.127255,1.30416,-0.68531,0.217323,1.177972,-0.692914,0.183307,1.140713,-0.568094,0.222789,0.911413,-0.36712,0.252871,0.730747,-0.328079,0.230752,1.209795,-0.756712,0.223665,1.270295,-0.876775,0.299627,1.105613,-1.125044,0.296905,0.916942,-1.123966,0.442709,0.807345,-0.604018,0.512677,0.501973,-0.44195,0.653443,0.151067,-0.244233,0.494718,0.788061,-0.776783,0.321759,0.490126,-0.852504,0.402126,0.079493,-0.76906
2289,34.2,0.466606,0.79276,-0.693695,0.455734,0.86578,-0.702887,0.353264,1.053905,-0.761155,0.207353,1.213753,-0.706205,0.151916,1.316966,-0.659012,0.233845,1.185401,-0.674014,0.205525,1.147048,-0.548107,0.242571,0.911018,-0.354599,0.253754,0.732503,-0.292301,0.245858,1.218222,-0.737589,0.235561,1.281037,-0.856221,0.285603,1.119177,-1.112785,0.281306,0.931096,-1.139281,0.44157,0.799973,-0.606791,0.517894,0.496426,-0.444162,0.657263,0.144961,-0.246449,0.491642,0.785547,-0.780598,0.317025,0.487995,-0.853984,0.403029,0.07847,-0.770709
2290,34.233333,0.463549,0.788959,-0.697807,0.453592,0.862371,-0.704607,0.358796,1.056217,-0.751249,0.226323,1.223303,-0.684959,0.17949,1.330359,-0.633363,0.252557,1.192497,-0.654881,0.23175,1.15346,-0.527725,0.260616,0.910384,-0.341692,0.254484,0.736983,-0.261257,0.263393,1.22621,-0.7182,0.250038,1.291509,-0.835175,0.275485,1.132363,-1.097001,0.263424,0.948793,-1.149766,0.440443,0.793939,-0.610215,0.519986,0.492371,-0.445461,0.660284,0.141831,-0.246767,0.486656,0.78398,-0.7854,0.312495,0.485713,-0.856946,0.404716,0.077615,-0.773325
2291,34.266667,0.459595,0.786108,-0.700972,0.450746,0.859817,-0.70579,0.364842,1.058493,-0.739822,0.248173,1.233089,-0.66389,0.2085,1.343621,-0.609457,0.273787,1.200006,-0.63576,0.260547,1.16056,-0.507719,0.275134,0.91077,-0.329058,0.254801,0.743455,-0.237414,0.283492,1.234035,-0.699092,0.267043,1.300729,-0.81488,0.268001,1.144813,-1.079865,0.245519,0.969887,-1.156846,0.4393,0.789447,-0.612609,0.521797,0.489494,-0.446367,0.662575,0.139508,-0.247036,0.47989,0.782768,-0.789335,0.310026,0.481698,-0.859453,0.406503,0.074735,-0.775101
2292,34.3,0.454826,0.784003,-0.70283,0.447468,0.857974,-0.705791,0.371329,1.060329,-0.726744,0.272183,1.242133,-0.643209,0.240389,1.355854,-0.587155,0.296917,1.207026,-0.616796,0.291052,1.167283,-0.488299,0.286567,0.912878,-0.315713,0.253422,0.750212,-0.21947,0.305386,1.240872,-0.680404,0.286317,1.308009,-0.795532,0.264656,1.157097,-1.062523,0.226264,0.993941,-1.158435,0.436995,0.78579,-0.613892,0.521515,0.485882,-0.448587,0.663346,0.136213,-0.249446,0.472657,0.782216,-0.791768,0.307626,0.478005,-0.859842,0.407195,0.07204,-0.774283
2293,34.333333,0.449621,0.783256,-0.703477,0.444114,0.857443,-0.704227,0.380539,1.062035,-0.711575,0.298619,1.249732,-0.622579,0.273175,1.366678,-0.566846,0.32259,1.213053,-0.59764,0.323019,1.173461,-0.468962,0.296055,0.916178,-0.302811,0.25305,0.759227,-0.200816,0.32935,1.246387,-0.66172,0.308003,1.313862,-0.77625,0.261866,1.169968,-1.044007,0.206555,1.019558,-1.153954,0.433737,0.782981,-0.614153,0.517626,0.481512,-0.451385,0.663729,0.132101,-0.254898,0.465504,0.783532,-0.792801,0.305236,0.47629,-0.858604,0.407419,0.070618,-0.774753
2294,34.366667,0.443716,0.783838,-0.702115,0.44043,0.858142,-0.700462,0.392626,1.063234,-0.694455,0.327524,1.255921,-0.602289,0.308522,1.375965,-0.548031,0.350784,1.218018,-0.578537,0.35639,1.179076,-0.449783,0.305232,0.921267,-0.290266,0.254469,0.768439,-0.184279,0.355536,1.250556,-0.643205,0.331753,1.317355,-0.75765,0.25825,1.181357,-1.023413,0.186641,1.045237,-1.14241,0.429657,0.781223,-0.612524,0.510399,0.476821,-0.45367,0.664307,0.127423,-0.26321,0.457775,0.786453,-0.791707,0.305161,0.474647,-0.854157,0.408764,0.068478,-0.774569
2295,34.4,0.437295,0.784387,-0.697588,0.436414,0.858695,-0.694101,0.406461,1.062314,-0.674984,0.357971,1.25955,-0.582206,0.344601,1.382239,-0.531152,0.380427,1.220673,-0.559267,0.389776,1.1823,-0.43056,0.314862,0.927444,-0.275756,0.251873,0.777865,-0.173181,0.383144,1.252077,-0.624609,0.357961,1.318497,-0.738976,0.255905,1.192196,-1.000052,0.166701,1.070583,-1.124493,0.425493,0.78003,-0.607739,0.500101,0.471817,-0.453298,0.664287,0.120984,-0.274409,0.449097,0.788744,-0.787437,0.304789,0.472488,-0.847198,0.410292,0.065482,-0.774692
2296,34.433333,0.431038,0.784174,-0.690457,0.433326,0.858313,-0.684736,0.423177,1.059907,-0.653031,0.388836,1.261301,-0.562907,0.380659,1.386814,-0.516365,0.410424,1.221861,-0.540097,0.421026,1.185725,-0.41084,0.323548,0.934067,-0.263551,0.247024,0.786638,-0.166647,0.411579,1.251654,-0.606235,0.384386,1.31616,-0.721236,0.253267,1.200852,-0.974296,0.148287,1.094164,-1.101256,0.422222,0.777497,-0.600408,0.485902,0.465179,-0.449359,0.662027,0.112526,-0.286087,0.439855,0.79085,-0.780506,0.303018,0.471204,-0.839798,0.412362,0.063992,-0.774495
2297,34.466667,0.424834,0.784553,-0.678429,0.431001,0.858313,-0.670938,0.442886,1.056756,-0.628853,0.419951,1.261937,-0.543788,0.414263,1.38888,-0.502284,0.441015,1.222398,-0.520662,0.449857,1.189767,-0.390345,0.327247,0.941155,-0.257353,0.241268,0.796164,-0.163378,0.440442,1.250126,-0.5877,0.410628,1.310746,-0.704155,0.253896,1.206333,-0.947179,0.131804,1.116217,-1.072775,0.41941,0.775852,-0.588285,0.47176,0.458839,-0.442764,0.659997,0.104676,-0.297241,0.430258,0.793255,-0.768573,0.3021,0.470434,-0.830024,0.413499,0.062368,-0.774222
2298,34.5,0.419356,0.78521,-0.661107,0.429206,0.858441,-0.652453,0.46407,1.052549,-0.604163,0.449987,1.261154,-0.525761,0.446232,1.390042,-0.490267,0.470739,1.22184,-0.501977,0.477028,1.1941,-0.370385,0.326453,0.952982,-0.253264,0.234036,0.807224,-0.16365,0.468556,1.247223,-0.569905,0.435605,1.303454,-0.687709,0.255628,1.207907,-0.917942,0.118362,1.134542,-1.039412,0.41704,0.774874,-0.571002,0.46108,0.45394,-0.431447,0.661958,0.098914,-0.306362,0.421671,0.795547,-0.751212,0.30327,0.47041,-0.819629,0.414832,0.061091,-0.774304
2299,34.533333,0.415916,0.785906,-0.638614,0.429079,0.858536,-0.629331,0.485496,1.047728,-0.577767,0.478143,1.259817,-0.508304,0.47521,1.389921,-0.479185,0.498697,1.221112,-0.483377,0.500189,1.198709,-0.350632,0.323085,0.968889,-0.248923,0.220767,0.824591,-0.165265,0.49516,1.243555,-0.552276,0.45849,1.294766,-0.671265,0.256415,1.208466,-0.886314,0.106001,1.147972,-1.000679,0.416691,0.774266,-0.548642,0.456183,0.450838,-0.413555,0.6613,0.092405,-0.30634,0.41514,0.797547,-0.728586,0.304485,0.472177,-0.807984,0.414696,0.061381,-0.774206
2300,34.566667,0.414644,0.787163,-0.610958,0.431428,0.859091,-0.60205,0.507807,1.042884,-0.549011,0.503162,1.258408,-0.490798,0.499958,1.388634,-0.469413,0.523832,1.220909,-0.464182,0.519708,1.20459,-0.330607,0.320797,0.987576,-0.24191,0.204068,0.847506,-0.168974,0.519338,1.2397,-0.53411,0.479283,1.285545,-0.65419,0.254928,1.205339,-0.848509,0.09412,1.155602,-0.956578,0.418763,0.775079,-0.521135,0.454319,0.44976,-0.38954,0.663187,0.088162,-0.302003,0.410526,0.799248,-0.700781,0.306482,0.475279,-0.793694,0.413487,0.062679,-0.774918
2301,34.6,0.416279,0.788998,-0.578514,0.437037,0.860014,-0.570745,0.529686,1.040425,-0.518825,0.525559,1.259004,-0.473354,0.522253,1.389464,-0.459342,0.546403,1.223116,-0.444727,0.536916,1.213901,-0.310748,0.319566,1.009104,-0.237637,0.187572,0.872632,-0.178043,0.541415,1.237767,-0.515606,0.498801,1.277447,-0.636994,0.253728,1.20372,-0.80738,0.083932,1.157637,-0.906172,0.423657,0.777035,-0.488884,0.451564,0.44908,-0.362073,0.665794,0.08585,-0.29718,0.408901,0.80096,-0.668144,0.309444,0.480342,-0.77643,0.412164,0.066239,-0.779494
2302,34.633333,0.422222,0.790352,-0.541841,0.446376,0.860431,-0.535506,0.550465,1.040931,-0.488886,0.54445,1.261805,-0.45664,0.537764,1.390294,-0.450738,0.565411,1.227864,-0.42581,0.551779,1.226233,-0.29188,0.319493,1.032901,-0.235369,0.174173,0.902328,-0.192092,0.560689,1.238196,-0.497463,0.517177,1.271183,-0.620524,0.256928,1.202608,-0.76917,0.074061,1.155401,-0.849861,0.432128,0.778853,-0.452394,0.45015,0.447588,-0.332591,0.666514,0.081704,-0.295755,0.412316,0.801852,-0.631288,0.313639,0.487368,-0.756894,0.411631,0.073207,-0.787063
2303,34.666667,0.432861,0.791215,-0.501884,0.45969,0.860456,-0.497363,0.569081,1.044126,-0.459316,0.559355,1.266502,-0.441545,0.548719,1.39274,-0.44487,0.580192,1.23494,-0.408205,0.563336,1.241638,-0.274801,0.321609,1.055453,-0.236966,0.163055,0.932905,-0.211874,0.576706,1.240561,-0.480451,0.533211,1.265427,-0.605412,0.260923,1.198923,-0.731763,0.065997,1.149902,-0.789312,0.444067,0.781032,-0.412431,0.451017,0.445612,-0.303531,0.666103,0.077209,-0.29586,0.421656,0.801397,-0.591337,0.320002,0.496011,-0.735628,0.410081,0.084192,-0.801447
2304,34.7,0.447542,0.791757,-0.462102,0.475984,0.860453,-0.459562,0.584517,1.048785,-0.429173,0.569888,1.271597,-0.42768,0.555451,1.395214,-0.441352,0.590288,1.242944,-0.391559,0.568227,1.258928,-0.259713,0.321834,1.076236,-0.238695,0.153544,0.962551,-0.23329,0.588951,1.243342,-0.464093,0.546336,1.257721,-0.59099,0.265142,1.188078,-0.693985,0.061265,1.143611,-0.726031,0.457819,0.784182,-0.372279,0.456166,0.444684,-0.276611,0.666769,0.074053,-0.294534,0.437265,0.799332,-0.551924,0.3318,0.503634,-0.712716,0.401597,0.09842,-0.826609
2305,34.733333,0.465608,0.791088,-0.424751,0.494253,0.859743,-0.423945,0.596457,1.053744,-0.400586,0.575001,1.275486,-0.415798,0.556285,1.395964,-0.437736,0.594446,1.25015,-0.376786,0.565755,1.274435,-0.247509,0.318334,1.092035,-0.241086,0.14378,0.989101,-0.257055,0.596697,1.245404,-0.449144,0.556908,1.248752,-0.577718,0.271816,1.170469,-0.662112,0.061118,1.139871,-0.660414,0.473154,0.786881,-0.334437,0.464823,0.444088,-0.251748,0.66953,0.072001,-0.292836,0.458062,0.795296,-0.515064,0.34724,0.509676,-0.689859,0.386626,0.116237,-0.850161
2306,34.766667,0.485649,0.789395,-0.391223,0.51341,0.858416,-0.391579,0.606538,1.058847,-0.374868,0.574842,1.277671,-0.406052,0.551179,1.394972,-0.436512,0.593326,1.255984,-0.36446,0.557144,1.287037,-0.238555,0.310812,1.10335,-0.248925,0.13602,1.016194,-0.282959,0.599853,1.246717,-0.436118,0.564514,1.238557,-0.565771,0.275254,1.154708,-0.627623,0.068768,1.138848,-0.597676,0.489983,0.788119,-0.30061,0.477921,0.442631,-0.230568,0.672473,0.067792,-0.29129,0.481315,0.790671,-0.481836,0.361947,0.515122,-0.66687,0.370521,0.13346,-0.857403
2307,34.8,0.50537,0.788886,-0.361796,0.532405,0.858187,-0.362796,0.616112,1.065657,-0.351503,0.569898,1.279126,-0.397944,0.541831,1.394649,-0.436478,0.587491,1.261411,-0.354142,0.542324,1.297436,-0.232537,0.299703,1.111274,-0.264274,0.132983,1.041636,-0.311052,0.598892,1.248546,-0.424624,0.569634,1.228411,-0.554486,0.278933,1.134115,-0.588081,0.08559,1.140724,-0.537828,0.508065,0.789143,-0.271111,0.488061,0.441911,-0.212432,0.674873,0.06637,-0.290612,0.502675,0.788628,-0.452481,0.378526,0.51927,-0.643393,0.355375,0.143359,-0.843884
2308,34.833333,0.525995,0.789743,-0.337166,0.551866,0.85949,-0.337978,0.623685,1.075222,-0.330741,0.560521,1.280544,-0.391686,0.527212,1.39283,-0.438435,0.576956,1.266869,-0.346027,0.521319,1.305255,-0.229594,0.29616,1.102807,-0.282943,0.136111,1.06456,-0.346383,0.593866,1.251625,-0.41491,0.571654,1.219466,-0.543743,0.289118,1.098741,-0.55502,0.111631,1.144179,-0.488394,0.52764,0.790189,-0.246456,0.497574,0.442079,-0.198192,0.676489,0.065724,-0.289779,0.52435,0.789297,-0.427875,0.394374,0.522418,-0.618389,0.345938,0.146632,-0.814553
