Frame,Time,Varsha_Hip,Varsha_Hip,Varsha_Hip,Varsha_Ab,Varsha_Ab,Varsha_Ab,Varsha_Chest,Varsha_Chest,Varsha_Chest,Varsha_Neck,Varsha_Neck,Varsha_Neck,Varsha_Head,Varsha_Head,Varsha_Head,Varsha_LShoulder,Varsha_LShoulder,Varsha_LShoulder,Varsha_LUArm,Varsha_LUArm,Varsha_LUArm,Varsha_LFArm,Varsha_LFArm,Varsha_LFArm,Varsha_LHand,Varsha_LHand,Varsha_LHand,Varsha_RShoulder,Varsha_RShoulder,Varsha_RShoulder,Varsha_RUArm,Varsha_RUArm,Varsha_RUArm,Varsha_RFArm,Varsha_RFArm,Varsha_RFArm,Varsha_RHand,Varsha_RHand,Varsha_RHand,Varsha_LThigh,Varsha_LThigh,Varsha_LThigh,Varsha_LShin,Varsha_LShin,Varsha_LShin,Varsha_LFoot,Varsha_LFoot,Varsha_LFoot,Varsha_RThigh,Varsha_RThigh,Varsha_RThigh,Varsha_RShin,Varsha_RShin,Varsha_RShin,Varsha_RFoot,Varsha_RFoot,Varsha_RFoot
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2792,50.966667,0.726598,0.829376,-0.424669,0.726035,0.9031,-0.414714,0.719457,1.100813,-0.328072,0.699172,1.255422,-0.168241,0.700234,1.378984,-0.09555,0.742287,1.240068,-0.18939,0.863757,1.220401,-0.134766,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.674733,1.254272,-0.211703,0.540271,1.254718,-0.218436,0.48166,0.953679,-0.240076,0.486986,0.754533,-0.221725,0.817119,0.830865,-0.430577,0.875328,0.486079,-0.476927,0.935802,0.076033,-0.578151,0.636078,0.827887,-0.418761,0.539344,0.496426,-0.346722,0.461953,0.078518,-0.30923
2793,51,0.73425,0.829091,-0.421058,0.733414,0.902761,-0.410733,0.723283,1.099796,-0.323453,0.682022,1.251634,-0.16501,0.671855,1.373512,-0.090917,0.727526,1.2378,-0.181739,0.84297,1.221274,-0.11447,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.662242,1.250362,-0.210779,0.529396,1.247154,-0.232393,0.484035,0.945094,-0.267469,0.493878,0.746034,-0.249233,0.824965,0.830228,-0.421821,0.878706,0.485429,-0.473197,0.936655,0.076022,-0.578408,0.643535,0.827954,-0.420295,0.546124,0.496483,-0.349218,0.466883,0.07906,-0.310219
2794,51.033333,0.742982,0.828543,-0.418021,0.741347,0.902138,-0.407264,0.726871,1.09839,-0.318145,0.667024,1.248076,-0.163634,0.646133,1.368292,-0.090684,0.714239,1.235533,-0.176094,0.822831,1.22106,-0.09784,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.651639,1.24659,-0.211054,0.521742,1.240105,-0.245843,0.48834,0.937773,-0.290649,0.501699,0.738824,-0.272683,0.833588,0.829904,-0.413559,0.88218,0.484997,-0.469165,0.938014,0.076321,-0.57829,0.652377,0.827182,-0.422483,0.553154,0.496184,-0.351711,0.471489,0.079386,-0.311069
2795,51.066667,0.75196,0.827271,-0.414732,0.749447,0.900813,-0.403784,0.730321,1.096408,-0.313579,0.65473,1.244876,-0.164903,0.623443,1.362983,-0.094295,0.703072,1.233371,-0.17342,0.804701,1.221346,-0.085941,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.64332,1.243005,-0.21342,0.517041,1.234158,-0.259257,0.494051,0.931841,-0.310289,0.509336,0.733734,-0.291093,0.842188,0.828963,-0.405396,0.887144,0.484114,-0.46432,0.940796,0.076837,-0.579596,0.661732,0.825578,-0.424069,0.559671,0.495335,-0.353804,0.474241,0.079456,-0.311517
2796,51.1,0.760675,0.825334,-0.411589,0.757461,0.898879,-0.400847,0.734037,1.094538,-0.310681,0.646197,1.243121,-0.169018,0.606416,1.359842,-0.102691,0.695165,1.232201,-0.173992,0.789904,1.222165,-0.078865,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.638278,1.240721,-0.218202,0.515839,1.230058,-0.27316,0.500137,0.927592,-0.326035,0.51591,0.729847,-0.306951,0.850325,0.827236,-0.397787,0.893017,0.482425,-0.458589,0.943785,0.076411,-0.579489,0.671026,0.823432,-0.425392,0.565512,0.494732,-0.353026,0.475233,0.079794,-0.311579
2797,51.133333,0.767823,0.823186,-0.407608,0.76467,0.896869,-0.397842,0.738656,1.093327,-0.310294,0.641889,1.24314,-0.175931,0.594906,1.358418,-0.11414,0.69111,1.23239,-0.17783,0.779455,1.224678,-0.076532,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.636946,1.240131,-0.22547,0.51823,1.227915,-0.287782,0.506354,0.924957,-0.338806,0.521414,0.728544,-0.315607,0.856894,0.824721,-0.390431,0.899297,0.479703,-0.450256,0.94749,0.076064,-0.579851,0.678752,0.821651,-0.424785,0.570313,0.494039,-0.351806,0.47609,0.079856,-0.311611
2798,51.166667,0.774876,0.820766,-0.40571,0.771737,0.894577,-0.396956,0.745398,1.093027,-0.312039,0.641821,1.245509,-0.186014,0.590216,1.360308,-0.128786,0.691083,1.234811,-0.18518,0.774302,1.229502,-0.079483,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.639403,1.241431,-0.235663,0.523759,1.228463,-0.303368,0.512115,0.924608,-0.3488,0.524479,0.729537,-0.320199,0.86336,0.822158,-0.385716,0.905445,0.476527,-0.442124,0.951682,0.075601,-0.580552,0.686392,0.819374,-0.425704,0.574506,0.493105,-0.351924,0.476933,0.079746,-0.311232
2799,51.2,0.781939,0.818551,-0.404374,0.779062,0.892528,-0.397046,0.753482,1.093618,-0.316612,0.646458,1.250111,-0.198641,0.591856,1.365078,-0.146566,0.695586,1.239163,-0.195738,0.775143,1.237234,-0.087144,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.645798,1.244673,-0.248215,0.532307,1.230695,-0.319279,0.515339,0.925913,-0.355989,0.523687,0.732969,-0.320676,0.87001,0.819822,-0.382625,0.911196,0.473319,-0.434133,0.956064,0.075335,-0.581229,0.693868,0.817279,-0.426123,0.578683,0.492432,-0.351154,0.477684,0.079857,-0.31087
2800,51.233333,0.789061,0.816338,-0.404029,0.786627,0.890484,-0.398457,0.763645,1.094773,-0.323667,0.656054,1.256817,-0.213999,0.600109,1.372503,-0.16695,0.704951,1.245363,-0.209546,0.782127,1.24733,-0.099249,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.656462,1.249578,-0.263345,0.544204,1.234282,-0.336075,0.517799,0.929002,-0.361269,0.519926,0.737549,-0.319459,0.876801,0.817485,-0.380975,0.916625,0.47021,-0.428178,0.959746,0.074043,-0.580604,0.701321,0.815191,-0.427084,0.583212,0.492004,-0.349532,0.47976,0.079906,-0.310617
2801,51.266667,0.796628,0.813975,-0.404651,0.794848,0.88826,-0.401029,0.776229,1.09612,-0.332552,0.670338,1.264921,-0.231782,0.614372,1.381757,-0.189787,0.718974,1.25285,-0.226235,0.795026,1.259376,-0.115334,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.671151,1.255383,-0.280731,0.559315,1.238525,-0.353765,0.519466,0.933847,-0.364331,0.509442,0.74492,-0.315019,0.884166,0.814911,-0.380832,0.921553,0.467064,-0.425759,0.961658,0.071899,-0.581573,0.70909,0.813038,-0.42847,0.58807,0.491412,-0.34894,0.482439,0.079908,-0.309602
2802,51.3,0.804875,0.811875,-0.406168,0.80381,0.886248,-0.404721,0.791577,1.097565,-0.343434,0.689157,1.273662,-0.251995,0.634777,1.392749,-0.215067,0.737529,1.260903,-0.245734,0.813579,1.271952,-0.13519,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.689795,1.261507,-0.300362,0.577407,1.24299,-0.372137,0.519688,0.94105,-0.36682,0.494898,0.756439,-0.308531,0.892408,0.812663,-0.382327,0.926299,0.464331,-0.426252,0.962679,0.069246,-0.58318,0.717341,0.811086,-0.430009,0.592997,0.491322,-0.348137,0.484678,0.080483,-0.309149
2803,51.333333,0.813522,0.81062,-0.408208,0.813175,0.885006,-0.409282,0.808372,1.099246,-0.355977,0.71193,1.28318,-0.27395,0.659965,1.404289,-0.241203,0.759995,1.269431,-0.26742,0.837001,1.284406,-0.158006,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.711688,1.268236,-0.321534,0.597901,1.248686,-0.390785,0.523024,0.951367,-0.367928,0.479069,0.77506,-0.299465,0.901249,0.811363,-0.385089,0.931806,0.462498,-0.427207,0.963998,0.067289,-0.584735,0.725795,0.809877,-0.431327,0.597901,0.492298,-0.346467,0.487234,0.082012,-0.308259
2804,51.366667,0.821957,0.811309,-0.411015,0.822498,0.885595,-0.415008,0.826499,1.102161,-0.370881,0.737686,1.293074,-0.296547,0.688435,1.416558,-0.268978,0.785451,1.278166,-0.290365,0.864459,1.296142,-0.182847,1.036707,1.086671,-0.344238,1.17305,1.18746,-0.342637,0.735861,1.275693,-0.34326,0.619833,1.256533,-0.408804,0.523757,0.967593,-0.36625,0.465355,0.79968,-0.290463,0.910038,0.811837,-0.389275,0.938655,0.462369,-0.427578,0.965432,0.06661,-0.584738,0.733877,0.810782,-0.432755,0.603143,0.495242,-0.344679,0.489806,0.085711,-0.306198
2805,51.4,0.829678,0.813902,-0.415015,0.831359,0.887984,-0.421623,0.845185,1.105894,-0.386522,0.766169,1.30376,-0.319691,0.720096,1.428527,-0.296401,0.813458,1.287226,-0.314012,0.895185,1.30692,-0.208853,0.798292,1.036374,-0.099562,0.726499,0.849873,0.007314,0.762335,1.284167,-0.365396,0.644005,1.267036,-0.427284,0.52664,0.989186,-0.367678,0.453542,0.831672,-0.281857,0.918238,0.813651,-0.39531,0.944317,0.463474,-0.428621,0.966561,0.066597,-0.583654,0.741119,0.814153,-0.43472,0.607538,0.501401,-0.341147,0.490499,0.093009,-0.301653
2806,51.433333,0.837028,0.817008,-0.421117,0.840026,0.890859,-0.429588,0.864722,1.10875,-0.402153,0.796662,1.313001,-0.342905,0.754535,1.439748,-0.324049,0.843272,1.294535,-0.337579,0.927419,1.315371,-0.234571,0.80285,1.063912,-0.108957,0.717481,0.896195,0.017306,0.790742,1.291519,-0.387526,0.670641,1.278019,-0.446849,0.532883,1.01371,-0.371408,0.444973,0.868712,-0.275468,0.926058,0.815389,-0.403733,0.94922,0.464687,-0.433487,0.967554,0.065888,-0.584036,0.747998,0.818628,-0.4385,0.61016,0.510789,-0.335302,0.488242,0.104009,-0.293978
2807,51.466667,0.843491,0.819821,-0.427615,0.847803,0.893426,-0.437535,0.885302,1.111187,-0.416562,0.827872,1.32085,-0.365528,0.789685,1.448556,-0.350593,0.873601,1.300385,-0.359878,0.959288,1.320822,-0.258067,0.809959,1.091634,-0.117705,0.707762,0.944923,0.021546,0.820383,1.297793,-0.409115,0.699419,1.287427,-0.467305,0.541352,1.039818,-0.376575,0.439949,0.908391,-0.272926,0.932845,0.816661,-0.412221,0.953338,0.465665,-0.440428,0.967757,0.064211,-0.584192,0.754137,0.822981,-0.44301,0.608694,0.521908,-0.330693,0.480345,0.11797,-0.281675
2808,51.5,0.847853,0.82215,-0.434241,0.853353,0.895496,-0.445406,0.904852,1.112015,-0.430052,0.858316,1.326048,-0.386628,0.82469,1.454534,-0.374839,0.902963,1.3035,-0.380295,0.98956,1.322812,-0.279034,0.81942,1.11551,-0.128681,0.701727,0.992151,0.020618,0.849527,1.301832,-0.429336,0.728428,1.294592,-0.487714,0.553862,1.063227,-0.385124,0.43698,0.950052,-0.273923,0.937331,0.817614,-0.419951,0.956149,0.466332,-0.445645,0.96788,0.063152,-0.584751,0.758374,0.826685,-0.448531,0.604498,0.532466,-0.329488,0.466516,0.13419,-0.263315
2809,51.533333,0.849604,0.82483,-0.439547,0.85683,0.897773,-0.452265,0.922809,1.111378,-0.441995,0.886407,1.328671,-0.405667,0.858184,1.458342,-0.396975,0.929938,1.304263,-0.398516,1.017208,1.321543,-0.297466,0.829674,1.134589,-0.141239,0.697694,1.039023,0.016266,0.876501,1.303513,-0.447578,0.756093,1.299613,-0.507679,0.566299,1.084214,-0.397635,0.437801,0.99245,-0.278173,0.939004,0.818426,-0.425485,0.956402,0.466845,-0.447887,0.967266,0.062838,-0.584643,0.760204,0.831234,-0.453608,0.601524,0.543092,-0.326295,0.455158,0.150508,-0.245694
2810,51.566667,0.849513,0.827565,-0.444117,0.858639,0.900039,-0.458219,0.937589,1.109334,-0.453571,0.911633,1.328952,-0.422663,0.889394,1.46005,-0.417156,0.95392,1.302657,-0.414775,1.041677,1.317672,-0.313786,0.839293,1.148901,-0.155405,0.695957,1.085385,0.008241,0.900615,1.303282,-0.463983,0.781415,1.302763,-0.526564,0.579323,1.104563,-0.406549,0.442848,1.03332,-0.284081,0.938777,0.819005,-0.43034,0.954743,0.467136,-0.448969,0.966593,0.063136,-0.585662,0.760249,0.836124,-0.457895,0.600233,0.552672,-0.322015,0.449155,0.164647,-0.228988
2811,51.6,0.848959,0.829492,-0.448191,0.859552,0.901547,-0.46337,0.949784,1.105943,-0.464152,0.933596,1.327126,-0.43813,0.91717,1.458878,-0.435632,0.974629,1.299142,-0.429471,1.062537,1.311502,-0.328253,0.848298,1.158046,-0.169885,0.697801,1.129727,-0.002827,0.921596,1.30108,-0.478937,0.803467,1.303267,-0.543484,0.592601,1.121829,-0.412551,0.450811,1.071774,-0.29145,0.93814,0.81913,-0.435137,0.953552,0.467096,-0.450905,0.96599,0.062468,-0.585674,0.759777,0.839853,-0.461244,0.598562,0.560444,-0.318577,0.440136,0.179497,-0.209846
2812,51.633333,0.847592,0.83064,-0.451239,0.859389,0.902225,-0.4677,0.959277,1.101381,-0.473229,0.952296,1.32357,-0.452145,0.941624,1.455658,-0.452576,0.992056,1.29408,-0.44259,1.080174,1.303821,-0.341269,0.856457,1.162599,-0.184634,0.705727,1.169115,-0.018864,0.939456,1.297159,-0.492458,0.822019,1.30176,-0.558133,0.605307,1.13213,-0.421057,0.460118,1.105531,-0.299966,0.936677,0.818827,-0.438769,0.953149,0.466763,-0.452682,0.965692,0.061599,-0.585823,0.758508,0.842453,-0.463709,0.593102,0.569839,-0.312922,0.434034,0.193073,-0.191322
2813,51.666667,0.845011,0.83178,-0.452203,0.858158,0.902696,-0.470442,0.967075,1.096538,-0.48191,0.968204,1.319196,-0.46508,0.963426,1.451626,-0.467389,1.006788,1.288446,-0.454705,1.094908,1.295923,-0.353194,0.863318,1.164129,-0.199817,0.718643,1.201388,-0.038646,0.954634,1.29251,-0.50497,0.837583,1.298819,-0.571189,0.616258,1.138119,-0.430766,0.470193,1.134433,-0.309174,0.933876,0.818546,-0.439599,0.95151,0.466504,-0.452602,0.965122,0.061218,-0.585268,0.756145,0.845013,-0.464808,0.589246,0.577633,-0.306485,0.427652,0.204473,-0.177329
2814,51.7,0.842023,0.832745,-0.4516,0.856417,0.902936,-0.471617,0.973136,1.091272,-0.48995,0.981451,1.314044,-0.477113,0.981105,1.446388,-0.48315,1.018987,1.282251,-0.466062,1.10699,1.288142,-0.364345,0.869926,1.163306,-0.213532,0.732755,1.226431,-0.058921,0.967128,1.287097,-0.516563,0.850484,1.295527,-0.583262,0.627103,1.141593,-0.43858,0.480546,1.158823,-0.318817,0.930669,0.818186,-0.438911,0.948998,0.466199,-0.452434,0.964394,0.06112,-0.585535,0.753377,0.847305,-0.464289,0.585058,0.583843,-0.30098,0.421918,0.213934,-0.164617
2815,51.733333,0.83864,0.833267,-0.449742,0.854288,0.902739,-0.471268,0.977316,1.08577,-0.496663,0.991992,1.308429,-0.488379,0.995455,1.440329,-0.496203,1.028617,1.27581,-0.476698,1.116897,1.280419,-0.375155,0.87577,1.161547,-0.225975,0.746056,1.246029,-0.078504,0.976865,1.281103,-0.527264,0.860491,1.291063,-0.594221,0.636237,1.141512,-0.446327,0.490649,1.17854,-0.327788,0.927057,0.817225,-0.437244,0.946864,0.465408,-0.452952,0.963967,0.060301,-0.585757,0.750223,0.84931,-0.462239,0.581256,0.588979,-0.294633,0.416861,0.220296,-0.156469
2816,51.766667,0.834588,0.833613,-0.446835,0.851579,0.902323,-0.469745,0.979935,1.080455,-0.501432,1.000135,1.302818,-0.498634,1.00737,1.434132,-0.509098,1.035981,1.269596,-0.486255,1.124641,1.273176,-0.385002,0.881287,1.160278,-0.234799,0.757043,1.259167,-0.095819,0.984213,1.274935,-0.5368,0.868091,1.285578,-0.604089,0.642817,1.140433,-0.453383,0.500048,1.194125,-0.336757,0.922725,0.815888,-0.434629,0.944468,0.464275,-0.452214,0.963462,0.059457,-0.585644,0.746452,0.851337,-0.45904,0.57811,0.591655,-0.289807,0.41336,0.223258,-0.151307
2817,51.8,0.830261,0.834036,-0.44382,0.848129,0.90218,-0.46773,0.9811,1.074659,-0.504968,1.006052,1.296543,-0.507407,1.016051,1.427408,-0.520691,1.041238,1.262855,-0.494407,1.13075,1.266133,-0.393898,0.885738,1.157929,-0.242939,0.766209,1.267788,-0.109691,0.989365,1.268134,-0.544851,0.873506,1.279157,-0.612532,0.647662,1.137868,-0.45904,0.508042,1.205558,-0.34495,0.91824,0.814864,-0.432715,0.941788,0.463375,-0.450469,0.962651,0.059061,-0.58514,0.742283,0.853208,-0.454924,0.574686,0.592881,-0.285941,0.412177,0.222918,-0.148973
2818,51.833333,0.82582,0.83378,-0.440891,0.844239,0.901521,-0.465518,0.980595,1.069078,-0.507936,1.00964,1.290384,-0.514378,1.0224,1.420694,-0.528592,1.044292,1.256271,-0.501057,1.134809,1.259285,-0.401442,0.888892,1.154961,-0.249227,0.773476,1.273523,-0.121819,0.992143,1.261656,-0.551204,0.876398,1.27261,-0.619091,0.650288,1.134031,-0.463534,0.51385,1.212648,-0.352808,0.913694,0.813442,-0.43111,0.940115,0.46208,-0.447242,0.962059,0.058665,-0.584414,0.737946,0.854117,-0.450673,0.571813,0.592338,-0.282491,0.410933,0.220213,-0.149516
2819,51.866667,0.820679,0.833279,-0.436666,0.839509,0.900582,-0.46217,0.978572,1.063875,-0.510049,1.010881,1.284613,-0.519632,1.026057,1.414459,-0.535686,1.045154,1.250149,-0.506235,1.136947,1.252789,-0.407784,0.890719,1.152207,-0.253567,0.778133,1.276608,-0.131162,0.992564,1.255691,-0.555902,0.876733,1.266569,-0.623654,0.651426,1.128247,-0.46671,0.517039,1.215766,-0.358974,0.908449,0.812015,-0.42798,0.93882,0.460966,-0.443981,0.961606,0.058404,-0.583503,0.73291,0.854544,-0.445353,0.569195,0.589676,-0.279653,0.410154,0.214806,-0.152293
2820,51.9,0.815845,0.832217,-0.432268,0.834823,0.899181,-0.458541,0.974732,1.059239,-0.511156,1.009699,1.279446,-0.523302,1.026466,1.408934,-0.541004,1.043709,1.244676,-0.510024,1.136925,1.246907,-0.412909,0.891006,1.149071,-0.256449,0.780159,1.276296,-0.136699,0.990538,1.250415,-0.559046,0.874261,1.261255,-0.626036,0.650621,1.122176,-0.467386,0.51731,1.214632,-0.361831,0.903564,0.810335,-0.424679,0.936205,0.459494,-0.440779,0.960851,0.058002,-0.583039,0.728126,0.8541,-0.439858,0.566007,0.585851,-0.278074,0.410718,0.207383,-0.156878
2821,51.933333,0.810793,0.830981,-0.427733,0.829784,0.897791,-0.454386,0.969318,1.055485,-0.511101,1.005973,1.2753,-0.525202,1.024087,1.404626,-0.544033,1.039875,1.240326,-0.51219,1.134324,1.242375,-0.416269,0.889633,1.14572,-0.257171,0.778974,1.273623,-0.140047,0.986047,1.246205,-0.560473,0.869175,1.257325,-0.626373,0.648531,1.115047,-0.46637,0.51481,1.209217,-0.361474,0.898494,0.808775,-0.420907,0.933454,0.458206,-0.438025,0.960227,0.057683,-0.582614,0.723093,0.853187,-0.434558,0.563218,0.580852,-0.277436,0.411216,0.198706,-0.163852
2822,51.966667,0.805436,0.829296,-0.423572,0.824207,0.896136,-0.450307,0.96246,1.052527,-0.510368,0.999762,1.272188,-0.525164,1.018809,1.401457,-0.544643,1.033725,1.237086,-0.512662,1.129563,1.238971,-0.418126,0.886457,1.141622,-0.257034,0.774559,1.267602,-0.140849,0.979175,1.243154,-0.560104,0.861551,1.254334,-0.624642,0.644607,1.107164,-0.464005,0.509501,1.199733,-0.35866,0.893197,0.80717,-0.417275,0.931008,0.456933,-0.435114,0.959914,0.057546,-0.58241,0.717676,0.851423,-0.42987,0.560676,0.574945,-0.277145,0.413148,0.188143,-0.173893
2823,52,0.800026,0.827089,-0.419696,0.818279,0.894144,-0.446249,0.953861,1.050378,-0.507632,0.990858,1.270069,-0.522738,1.010661,1.399736,-0.542741,1.025002,1.234972,-0.510726,1.122197,1.236811,-0.417586,0.881275,1.135814,-0.255462,0.767506,1.257768,-0.137917,0.969814,1.241055,-0.557422,0.851545,1.252123,-0.62079,0.639216,1.09872,-0.459818,0.501,1.185631,-0.353784,0.887942,0.805438,-0.413939,0.928616,0.455543,-0.4322,0.959683,0.057292,-0.582108,0.712111,0.848741,-0.425453,0.55762,0.568086,-0.277875,0.415365,0.176664,-0.18517
2824,52.033333,0.794474,0.824249,-0.415631,0.81183,0.89158,-0.442088,0.943739,1.049308,-0.503832,0.979116,1.269356,-0.517563,0.998858,1.399574,-0.53745,1.013629,1.23439,-0.506245,1.112005,1.23595,-0.414347,0.874157,1.12844,-0.251873,0.757679,1.244306,-0.133001,0.957853,1.240487,-0.552234,0.839025,1.251098,-0.614628,0.631861,1.088798,-0.455664,0.489895,1.165726,-0.346606,0.88267,0.80375,-0.409941,0.926161,0.454241,-0.429069,0.959493,0.05727,-0.581859,0.706278,0.844749,-0.421321,0.554971,0.560555,-0.277258,0.417244,0.164386,-0.199008
2825,52.066667,0.789066,0.820868,-0.411296,0.805252,0.888552,-0.43759,0.932592,1.049464,-0.499272,0.964303,1.270257,-0.509575,0.98313,1.401363,-0.528937,0.999465,1.235673,-0.49911,1.09861,1.236988,-0.408039,0.864797,1.119491,-0.246627,0.74527,1.225928,-0.125113,0.943234,1.241629,-0.544562,0.823874,1.251708,-0.60602,0.623075,1.077677,-0.451356,0.4767,1.139837,-0.336445,0.877607,0.801961,-0.405459,0.923418,0.45282,-0.425853,0.959445,0.057297,-0.581754,0.700524,0.839774,-0.417133,0.552269,0.552325,-0.276393,0.418718,0.151776,-0.215023
2826,52.1,0.783592,0.817302,-0.407425,0.798453,0.885545,-0.433048,0.920889,1.051073,-0.493528,0.946364,1.272847,-0.49886,0.963746,1.405226,-0.516968,0.982512,1.239037,-0.489267,1.082503,1.240315,-0.399123,0.853171,1.109723,-0.241388,0.730393,1.202942,-0.114849,0.926005,1.244442,-0.534443,0.806241,1.25335,-0.595294,0.61299,1.066772,-0.445727,0.462755,1.108871,-0.324612,0.872488,0.800223,-0.401354,0.920275,0.451468,-0.423725,0.959408,0.057073,-0.581722,0.694695,0.834381,-0.413496,0.548567,0.544341,-0.275883,0.421359,0.139664,-0.2301
2827,52.133333,0.778089,0.813905,-0.403838,0.791395,0.882903,-0.42827,0.907761,1.054235,-0.486307,0.925074,1.276857,-0.485437,0.93971,1.410584,-0.502088,0.962438,1.244142,-0.476743,1.06233,1.246744,-0.386519,0.839145,1.099434,-0.234809,0.71307,1.175661,-0.103525,0.90578,1.248725,-0.521822,0.785618,1.255072,-0.582206,0.600432,1.056739,-0.437643,0.449133,1.07562,-0.312945,0.867343,0.799012,-0.397289,0.916637,0.450604,-0.421705,0.959312,0.057494,-0.581971,0.688834,0.828799,-0.410387,0.544969,0.535972,-0.276339,0.424135,0.128341,-0.240587
2828,52.166667,0.772511,0.810097,-0.400354,0.784072,0.879934,-0.423241,0.89346,1.058699,-0.476705,0.900324,1.281766,-0.46928,0.911487,1.416857,-0.484598,0.939147,1.250592,-0.461354,1.038249,1.255427,-0.370354,0.822733,1.089226,-0.227323,0.693888,1.144645,-0.091418,0.882502,1.25384,-0.506564,0.762124,1.256799,-0.56678,0.586743,1.046178,-0.427465,0.43612,1.040306,-0.301722,0.862073,0.797749,-0.392791,0.912958,0.449806,-0.420371,0.95945,0.057674,-0.581964,0.682948,0.822446,-0.407916,0.541215,0.527199,-0.276941,0.427158,0.117029,-0.248768
2829,52.2,0.767063,0.806096,-0.396767,0.776537,0.876783,-0.417936,0.877924,1.063898,-0.46466,0.872026,1.286665,-0.45048,0.878959,1.423224,-0.464475,0.912492,1.257511,-0.4431,1.010192,1.265356,-0.350803,0.804843,1.078708,-0.218432,0.673391,1.110726,-0.078178,0.856135,1.258926,-0.488763,0.735948,1.257862,-0.549422,0.571458,1.03539,-0.415345,0.423692,1.00315,-0.290789,0.856863,0.796726,-0.387866,0.908961,0.449322,-0.419649,0.959896,0.058026,-0.581929,0.677262,0.815466,-0.405668,0.537238,0.518314,-0.277185,0.430649,0.105655,-0.257356
2830,52.233333,0.761549,0.802227,-0.393698,0.768961,0.873735,-0.412834,0.860207,1.06983,-0.451332,0.840202,1.29115,-0.429465,0.84218,1.428807,-0.442048,0.882281,1.264302,-0.422367,0.977622,1.275777,-0.328006,0.784654,1.067773,-0.209577,0.652666,1.073965,-0.066264,0.826693,1.263883,-0.468982,0.707125,1.257749,-0.530557,0.55555,1.022191,-0.403809,0.413249,0.967302,-0.28128,0.851386,0.795844,-0.382754,0.904515,0.449067,-0.419325,0.960507,0.0587,-0.582175,0.671713,0.80861,-0.404642,0.532532,0.510358,-0.277802,0.432461,0.095832,-0.263805
2831,52.266667,0.756206,0.799424,-0.390492,0.761126,0.871676,-0.407522,0.840358,1.076233,-0.435614,0.804598,1.294831,-0.407377,0.800804,1.432834,-0.417977,0.848251,1.2707,-0.40003,0.940285,1.285444,-0.302882,0.761603,1.057406,-0.19993,0.631479,1.036205,-0.056421,0.793948,1.268021,-0.448064,0.675474,1.256361,-0.510941,0.539597,1.007591,-0.391869,0.404581,0.931022,-0.272602,0.84588,0.79649,-0.377033,0.899113,0.450359,-0.419148,0.960917,0.060705,-0.581603,0.666533,0.802359,-0.403951,0.527502,0.503572,-0.278209,0.431578,0.087965,-0.267649
2832,52.3,0.749958,0.798158,-0.388169,0.752734,0.871055,-0.40276,0.817459,1.082652,-0.419616,0.765892,1.297056,-0.384506,0.755272,1.435219,-0.394458,0.81087,1.275672,-0.376657,0.898503,1.294364,-0.276176,0.736559,1.048092,-0.188699,0.610782,0.996885,-0.048071,0.75832,1.271191,-0.426473,0.641396,1.253322,-0.490777,0.522788,0.992214,-0.37995,0.398017,0.895598,-0.264322,0.839168,0.798066,-0.371655,0.893109,0.452676,-0.418669,0.96118,0.06414,-0.581298,0.660748,0.79825,-0.404683,0.523204,0.49898,-0.278457,0.429829,0.08275,-0.269759
2833,52.333333,0.742281,0.799053,-0.385858,0.743146,0.872416,-0.398175,0.792147,1.088727,-0.402193,0.724109,1.297532,-0.361788,0.708273,1.436329,-0.369721,0.770247,1.279144,-0.353123,0.853013,1.301713,-0.249365,0.709103,1.039559,-0.178001,0.59193,0.955365,-0.042261,0.719759,1.272696,-0.404821,0.605124,1.249189,-0.471393,0.50731,0.976601,-0.368165,0.393367,0.860902,-0.256257,0.830825,0.801307,-0.366214,0.887672,0.456963,-0.417297,0.961961,0.06976,-0.580384,0.653736,0.796799,-0.405501,0.519715,0.495752,-0.279714,0.429435,0.078819,-0.272101
